house,aph_id,full_name,electorate,party,profile_page,contact_page,photo_url,email,facebook,twitter,website
representatives,YT4,The Hon Bruce Scott MP,"Maranoa, Queensland",The Nationals,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=YT4,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=YT4,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/YT4/upload_ref_binary/YT4.JPG,Bruce.Scott.MP@aph.gov.au,,,http://www.maranoa.info
representatives,165476,Ms Fiona Scott MP,"Lindsay, New South Wales",Liberal Party of Australia,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=165476,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=165476,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/165476/upload_ref_binary/165476.jpg,,https://www.facebook.com/liberalforlindsay,,https://www.nsw.liberal.org.au/fiona-scott
representatives,00ATG,The Hon Bill Shorten MP,"Maribyrnong, Victoria",Australian Labor Party,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=00ATG,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=00ATG,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/00ATG/upload_ref_binary/00ATG.jpg,,http://www.facebook.com/BillShorten,http://twitter.com/billshortenmp,http://www.billshorten.com.au/
representatives,HWE,Mr Luke Simpkins MP,"Cowan, Western Australia",Liberal Party of Australia,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=HWE,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=HWE,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/HWE/upload_ref_binary/HWE.jpg,,http://www.facebook.com/profile.php?id=1588540248,,http://www.lukesimpkinsmp.com/
representatives,00APG,The Hon Tony Smith MP,"Casey, Victoria",Liberal Party of Australia,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=00APG,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=00APG,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/00APG/upload_ref_binary/00APG.JPG,Tony.Smith.MP@aph.gov.au,https://www.facebook.com/tonysmithmp,http://twitter.com/TonySmithMP,http://www.tonysmithmp.com/
representatives,IJ4,The Hon Warren Snowdon MP,"Lingiari, Northern Territory",Australian Labor Party,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=IJ4,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=IJ4,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/IJ4/upload_ref_binary/IJ4.jpg,Warren.Snowdon.MP@aph.gov.au,http://www.facebook.com/snowdonmp,,http://www.warrensnowdon.com
representatives,TK6,Dr Andrew Southcott MP,"Boothby, South Australia",Liberal Party of Australia,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=TK6,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=TK6,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/TK6/upload_ref_binary/TK6.JPG,Andrew.Southcott.MP@aph.gov.au,http://www.facebook.com/people/Andrew-Southcott/564332755,http://twitter.com/asouthcottmp,http://www.andrewsouthcott.com/
representatives,EM6,The Hon Dr Sharman Stone MP,"Murray, Victoria",Liberal Party of Australia,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=EM6,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=EM6,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/EM6/upload_ref_binary/EM6.JPG,,http://www.facebook.com/profile.php?id=618520734,http://twitter.com/SharmanStone,http://www.sharmanstone.com/
representatives,241586,Ms Ann Sudmalis MP,"Gilmore, New South Wales",Liberal Party of Australia,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=241586,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=241586,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/241586/upload_ref_binary/241586.jpg,Ann.Sudmalis.MP@aph.gov.au,https://www.facebook.com/AnnSudmalisMP,https://twitter.com/AnnSudmalisMP,https://www.nsw.liberal.org.au/ann-sudmalis
representatives,242515,Mr Michael Sukkar MP,"Deakin, Victoria",Liberal Party of Australia,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=242515,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=242515,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/242515/upload_ref_binary/242515.jpg,,https://www.facebook.com/Michael.Sukkar.MP,,http://michaelsukkar.com.au/
representatives,2V5,The Hon Wayne Swan MP,"Lilley, Queensland",Australian Labor Party,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=2V5,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=2V5,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/2V5/upload_ref_binary/2V5.jpg,,http://www.facebook.com/Wayne.Swan.MP,https://twitter.com/SwannyQLD,http://www.swanmp.org
representatives,231027,Mr Angus Taylor MP,"Hume, New South Wales",Liberal Party of Australia,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=231027,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=231027,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/231027/upload_ref_binary/231027.jpg,,https://www.facebook.com/Angustaylor4hume,https://twitter.com/angusjtaylor,
representatives,210911,Mr Dan Tehan MP,"Wannon, Victoria",Liberal Party of Australia,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=210911,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=210911,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/210911/upload_ref_binary/210911.jpg,,https://www.facebook.com/pages/Dan-Tehan-MP/307339209323908,http://twitter.com/DanTehanWannon,http://www.dantehan.com.au/
representatives,182468,Hon Matt Thistlethwaite MP,"Kingsford Smith, New South Wales",Australian Labor Party,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=182468,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=182468,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/182468/upload_ref_binary/182468.jpg,,https://www.facebook.com/ThistlethwaiteM,https://twitter.com/MThistlethwaite,http://www.mattthistlethwaite.com.au/
representatives,UK6,The Hon Kelvin Thomson MP,"Wills, Victoria",Australian Labor Party,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=UK6,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=UK6,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/UK6/upload_ref_binary/UK6.jpg,Kelvin.Thomson.MP@aph.gov.au,http://www.facebook.com/profile.php?id=634701493,http://twitter.com/KelvinThomsonMP,http://www.kelvinthomson.com.au/
representatives,GT4,The Hon Warren Truss MP,"Wide Bay, Queensland",The Nationals,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=GT4,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=GT4,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/GT4/upload_ref_binary/GT4.JPG,,https://www.facebook.com/warrentrussmp,https://twitter.com/warrentrussmp,http://www.warrentruss.com
representatives,M2Y,The Hon Alan Tudge MP,"Aston, Victoria",Liberal Party of Australia,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=M2Y,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=M2Y,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/m2y/upload_ref_binary/m2y.jpg,,http://www.facebook.com/alantudgemp,http://twitter.com/AlanTudgeMP,http://www.alantudge.com.au/
representatives,885,The Hon Malcolm Turnbull MP,"Wentworth, New South Wales",Liberal Party of Australia,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=885,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=885,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/885/upload_ref_binary/885.JPG,Malcolm.Turnbull.MP@aph.gov.au,http://www.facebook.com/pages/Malcolm-Turnbull/53772921578,http://twitter.com/TurnbullMalcolm,http://www.malcolmturnbull.com.au/
representatives,00AMT,Ms Maria Vamvakinou MP,"Calwell, Victoria",Australian Labor Party,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=00AMT,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=00AMT,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/00AMT/upload_ref_binary/00AMT.jpg,Maria.Vamvakinou.MP@aph.gov.au,http://en-gb.facebook.com/people/Maria-Vamvakinou-Mp/100000798112750,http://twitter.com/MariaVamvakinou,http://www.mariavamvakinou.com
representatives,188315,Mr Bert van Manen MP,"Forde, Queensland",Liberal Party of Australia,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=188315,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=188315,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/188315/upload_ref_binary/188315.jpg,,,http://twitter.com/bertvanmanen/,http://www.bertvanmanen.com.au/
representatives,250077,Mr Nickolas Varvaris MP,"Barton, New South Wales",Liberal Party of Australia,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=250077,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=250077,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/250077/upload_ref_binary/250077.jpg,,https://www.facebook.com/nickvarvaris4barton,,http://www.nickolasvarvaris.com.au/
representatives,E0D,Mr Ross Vasta MP,"Bonner, Queensland",Liberal Party of Australia,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=E0D,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=E0D,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/E0D/upload_ref_binary/E0D.JPG,,http://www.facebook.com/pages/Ross-Vasta/299861623376616,,http://www.rossvasta.com.au/
